record_id,filing_status,age,state,gross_income,investment_income,business_income,total_deductions,retirement_contributions,dependents,taxable_income,tax_liability,effective_tax_rate,is_anomaly
REC01298,MarriedJointly,24,PA,55182.67,0.0,0.0,11294.3,10117.16,0,43888.37,5034.6,0.0912,0
REC01299,MarriedJointly,69,GA,30517.45,9817.86,18069.57,2753.66,9800.95,0,55651.22,7296.27,0.2391,0
REC01300,Single,42,NY,109174.0,14120.38,0.0,9546.75,6419.63,2,105147.63,18277.93,0.1674,0
REC01301,HeadOfHousehold,61,PA,101067.59,1126.38,5938.06,6474.21,1122.04,3,88757.82,14579.72,0.1443,0
REC01302,Single,44,GA,130306.62,0.0,0.0,39777.14,4460.25,2,81929.48,13077.49,0.1004,0
REC01303,MarriedJointly,69,NY,59240.24,0.0,0.0,19805.39,14270.38,0,39434.85,4500.18,0.076,0
REC01304,MarriedJointly,66,GA,37054.4,2221.77,0.0,3138.71,1225.71,0,36137.46,4104.5,0.1108,0
REC01305,MarriedSeparately,66,TX,17205.26,0.0,0.0,2000.0,13270.09,2,6605.26,660.53,0.0384,0
REC01306,MarriedJointly,32,NY,115323.74,4279.66,0.0,8875.18,1085.68,3,97828.22,16575.21,0.1437,0
REC01307,MarriedSeparately,25,FL,84045.33,6700.72,3438.16,26327.25,4907.4,4,50656.96,6197.53,0.0737,0
REC01308,Single,25,PA,27649.8,3367.89,0.0,9334.92,6501.12,1,17382.77,1853.93,0.0671,0
REC01309,MarriedSeparately,36,GA,38915.23,0.0,0.0,5002.12,15129.21,2,25313.11,2805.57,0.0721,0
REC01310,Single,49,CA,41216.46,0.0,0.0,5814.62,8104.52,0,35401.84,4016.22,0.0974,0
REC01311,MarriedSeparately,57,GA,18280.91,3860.12,0.0,2903.03,7143.98,0,19238.0,2076.56,0.1136,0
REC01312,MarriedJointly,29,NC,31127.72,0.0,67100.82,6248.55,4258.62,0,91979.99,15288.6,0.4912,0
REC01313,MarriedSeparately,45,WA,24171.65,0.0,6399.33,6157.44,10087.84,3,11513.54,1151.35,0.0476,0
REC01314,MarriedJointly,55,FL,43045.66,0.0,42007.36,8665.83,5949.13,0,76387.19,11858.18,0.2755,0
REC01315,MarriedJointly,36,IL,33158.09,0.0,0.0,11117.92,7083.98,0,22040.17,2412.82,0.0728,0
REC01316,MarriedJointly,44,NC,16291.46,0.0,0.0,2000.0,6566.58,3,1391.46,139.15,0.0085,0
REC01317,MarriedJointly,48,WA,301966.75,6860.36,0.0,80000.0,10879.45,0,228827.11,50911.18,0.1686,0
REC01318,Single,35,WA,163085.94,0.0,0.0,24519.14,11047.15,0,138566.8,26298.53,0.1613,0
REC01319,Single,74,WA,32105.56,0.0,3617.89,5241.69,4438.45,2,21881.76,2393.81,0.0746,0
REC01320,Single,23,OH,74454.03,0.0,0.0,19555.26,5490.97,2,46298.77,5323.85,0.0715,0
REC01321,Single,56,NC,83614.49,0.0,0.0,27493.54,5096.49,1,51820.95,6453.61,0.0772,0
REC01322,MarriedSeparately,64,OH,155261.91,2118.63,0.0,41122.71,8733.41,3,103357.83,17848.38,0.115,0
REC01323,Single,28,NC,31104.75,2646.99,0.0,8795.12,11626.78,0,24956.62,2762.79,0.0888,0
REC01324,HeadOfHousehold,37,FL,143441.91,0.0,0.0,39480.06,8786.66,3,91061.85,15086.61,0.1052,0
REC01325,Single,43,GA,38625.8,1141.24,24030.71,5650.71,0.0,2,49547.04,5953.35,0.1541,0
REC01326,Single,49,OH,20564.26,0.0,0.0,5697.93,11039.01,0,14866.33,1551.96,0.0755,0
REC01327,MarriedJointly,53,IL,106863.68,12447.32,22743.88,156563.14,2604.04,2,102960.66,17753.06,0.1661,1
REC01328,MarriedJointly,28,TX,168149.16,0.0,0.0,35314.7,5139.04,0,132834.46,24922.77,0.1482,0
REC01329,MarriedJointly,43,GA,474647.25,0.0,0.0,80000.0,8793.73,0,394647.25,108501.29,0.2286,0
REC01330,MarriedJointly,64,IL,22930.42,0.0,0.0,6372.74,7664.46,3,3657.68,365.77,0.016,0
REC01331,MarriedJointly,23,OH,104729.46,3035.32,0.0,30906.63,11490.94,0,76858.15,11961.79,0.1142,0
REC01332,Single,29,IL,43137.98,0.0,0.0,6520.68,5556.99,0,36617.3,4162.08,0.0965,0
REC01333,HeadOfHousehold,28,WA,112048.49,1330.12,0.0,32546.58,4133.54,0,80832.03,12836.05,0.1146,0
REC01334,HeadOfHousehold,59,PA,18464.56,0.0,0.0,5433.43,6753.43,0,13031.13,1331.74,0.0721,0
REC01335,MarriedJointly,69,FL,21802.59,39.38,0.0,2621.49,11908.08,2,10620.48,1062.05,0.0487,0
REC01336,Single,42,NC,32186.43,0.0,0.0,8532.15,10518.69,3,10754.28,1075.43,0.0334,0
REC01337,MarriedJointly,64,NY,63778.49,7893.74,0.0,6757.98,8348.59,1,60614.25,8388.14,0.1315,0
REC01338,Single,43,PA,35851.3,0.0,15891.71,2793.34,13303.85,0,48949.67,5821.93,0.1624,0
REC01339,Single,56,TX,101442.1,0.0,38093.66,22556.96,12579.42,1,112678.8,20085.41,0.198,0
REC01340,Single,39,NC,136150.44,5526.68,0.0,43921.54,11153.93,0,97755.58,16559.23,0.1216,0
REC01341,MarriedJointly,30,NY,96728.37,5321.41,0.0,5865.39,3288.06,0,96184.39,16213.57,0.1676,0
REC01342,MarriedSeparately,70,CA,218606.83,2951.6,0.0,65134.01,11132.96,0,156424.42,30584.36,0.1399,0
REC01343,MarriedJointly,23,CA,83504.96,0.0,0.0,16863.11,7190.57,0,66641.85,9714.21,0.1163,0
REC01344,MarriedJointly,63,TX,22617.58,0.0,0.0,6972.29,6420.22,1,11345.29,1134.53,0.0502,0
REC01345,Single,63,CA,178207.02,0.0,0.0,54004.4,5269.79,3,111302.62,19755.13,0.1109,0
REC01346,Single,38,TX,36896.61,0.0,0.0,46129.78,7313.13,2,16763.24,1779.59,0.0482,1
REC01347,Single,61,CA,124036.95,0.0,0.0,168127.33,5496.98,2,80624.47,12790.38,0.1031,1
REC01348,HeadOfHousehold,41,NY,210867.95,0.0,4018.38,63871.42,8679.02,0,151014.91,29286.08,0.1389,0
REC01349,Single,27,GA,86279.77,495.1,0.0,8870.21,7308.23,2,69304.66,10300.03,0.1194,0
REC01350,MarriedSeparately,32,GA,18089.25,4371.78,0.0,2553.41,8882.15,3,7007.62,700.76,0.0387,0
REC01351,MarriedJointly,26,OH,28722.33,0.0,0.0,3525.55,10213.09,3,12296.78,1243.61,0.0433,0
REC01352,Single,31,GA,172507.43,0.0,0.0,47047.69,6822.54,0,125459.74,23152.84,0.1342,0
REC01353,MarriedJointly,44,FL,52297.4,0.0,0.0,5025.41,5050.83,1,42971.99,4924.64,0.0942,0
REC01354,MarriedJointly,54,OH,63809.59,1743.17,298721.7,6678.84,0.0,1,353295.62,94028.22,1.4736,0
REC01355,MarriedSeparately,61,WA,109870.7,0.0,0.0,34465.28,11082.61,0,75405.42,11642.19,0.106,0
REC01356,HeadOfHousehold,57,FL,104512.12,6841.62,0.0,27357.58,8315.06,4,66796.16,9748.16,0.0933,0
REC01357,Single,60,FL,74834.92,0.0,0.0,23394.44,7295.29,0,51440.48,6369.91,0.0851,0
REC01358,Single,72,TX,50668.78,0.0,0.0,4651.73,12687.67,0,46017.05,5290.05,0.1044,0
REC01359,MarriedJointly,68,NC,46623.75,6887.2,0.0,7911.78,2845.92,1,41299.17,4723.9,0.1013,0
REC01360,HeadOfHousehold,55,GA,118933.41,2532.96,0.0,16049.51,8224.96,0,105416.86,18342.55,0.1542,0
REC01361,Single,38,GA,93232.87,0.0,0.0,4932.42,4143.77,3,75400.45,11641.1,0.1249,0
REC01362,MarriedJointly,47,CA,48735.35,0.0,0.0,6596.67,10624.02,0,42138.68,4824.64,0.099,0
REC01363,MarriedJointly,74,FL,142299.58,12716.76,0.0,23319.34,0.0,0,131697.0,24649.78,0.1732,0
REC01364,MarriedJointly,69,GA,54001.8,0.0,0.0,4194.1,11216.06,1,45507.7,5228.92,0.0968,0
REC01365,Single,48,FL,30292.95,949.28,0.0,6662.82,11050.64,0,24579.41,2717.53,0.0897,0
REC01366,MarriedJointly,67,TX,32624.65,5740.43,0.0,5381.49,4307.95,2,24383.59,2694.03,0.0826,0
REC01367,HeadOfHousehold,24,TX,27364.65,2786.12,0.0,2000.0,8265.36,2,19550.77,2114.09,0.0773,0
REC01368,Single,40,NC,48149.79,0.0,40577.36,61475.11,4393.91,1,71850.73,10860.16,0.2255,1
REC01369,Single,29,GA,160649.37,0.0,0.0,43179.97,9710.39,3,104569.4,18139.16,0.1129,0
REC01370,HeadOfHousehold,38,FL,31442.75,3617.49,0.0,9443.56,11280.92,1,21316.68,2326.0,0.074,0
REC01371,Single,71,CA,69618.15,0.0,6748.84,13621.64,3980.08,1,58445.35,7910.98,0.1136,0
REC01372,MarriedSeparately,22,CA,35406.42,0.0,0.0,12059.34,2813.01,3,10447.08,1044.71,0.0295,0
REC01373,MarriedJointly,28,CA,48618.18,4773.51,0.0,15762.95,12385.75,1,33328.74,3767.45,0.0775,0
REC01374,Single,57,OH,17889.46,0.0,0.0,3853.49,15764.68,0,14035.97,1452.32,0.0812,0
REC01375,MarriedSeparately,24,CA,50189.92,9037.89,0.0,9209.13,9977.79,0,50018.68,6057.11,0.1207,0
REC01376,Single,40,WA,51278.95,13736.99,0.0,2610.63,10273.77,2,53805.31,6890.17,0.1344,0
REC01377,MarriedJointly,63,GA,92247.49,736.5,0.0,24288.61,6671.84,3,55795.38,7327.98,0.0794,0
REC01378,Single,48,FL,71583.85,3349.51,0.0,15711.68,8720.11,1,54921.68,7135.77,0.0997,0
REC01379,MarriedJointly,24,GA,22954.89,0.0,0.0,7604.11,9402.89,0,15350.78,1610.09,0.0701,0
REC01380,Single,55,WA,142537.24,0.0,0.0,32536.92,7269.71,1,105700.32,18410.58,0.1292,0
REC01381,Single,26,GA,70844.49,6394.01,25508.21,24643.74,13399.44,2,69502.97,10343.65,0.146,0
REC01382,HeadOfHousehold,70,TX,70172.71,0.0,4755.77,21483.08,8706.98,0,53445.4,6810.99,0.0971,0
REC01383,Single,58,OH,59435.92,10478.96,0.0,19975.19,9222.4,2,41339.69,4728.76,0.0796,0
REC01384,MarriedJointly,67,PA,39568.71,998.19,0.0,5867.99,7352.15,2,26098.91,2899.87,0.0733,0
REC01385,Single,37,PA,71270.79,0.0,0.0,6756.53,7758.64,1,60214.26,8300.14,0.1165,0
REC01386,MarriedJointly,35,NY,87594.26,3053.05,0.0,25320.14,12874.84,0,65327.17,9424.98,0.1076,0
REC01387,Single,51,NC,14801.49,0.0,25017.23,4231.14,8583.62,1,31287.58,3522.51,0.238,0
REC01388,HeadOfHousehold,53,TX,38909.41,0.0,0.0,4413.68,8677.18,0,34495.73,3907.49,0.1004,0
REC01389,MarriedJointly,72,NC,48827.18,917.3,0.0,13643.46,8728.81,1,31801.02,3584.12,0.0734,0
REC01390,Single,66,CA,73492.34,5421.93,0.0,16505.79,6541.95,0,62408.48,8782.87,0.1195,0
REC01391,Single,33,CA,155538.54,0.0,0.0,12887.54,2368.24,1,138351.0,26246.74,0.1687,0
REC01392,Single,48,PA,32293.05,0.0,0.0,6475.89,14290.3,0,25817.16,2866.06,0.0888,0
REC01393,MarriedJointly,47,GA,40200.33,0.0,0.0,13239.63,12273.18,2,18360.7,1971.28,0.049,0
REC01394,Single,69,CA,39734.4,0.0,0.0,8023.86,12996.17,2,23110.54,2541.26,0.064,0
REC01395,MarriedSeparately,50,NC,31532.62,0.0,6332.95,9037.55,3709.92,4,11628.02,1163.36,0.0369,0
REC01396,Single,44,FL,45353.87,0.0,0.0,2661.05,13779.68,0,42692.82,4891.14,0.1078,0
REC01397,Single,70,TX,110928.57,301.04,18410.06,29775.94,15867.48,0,99863.73,17023.02,0.1535,0
REC01398,MarriedJointly,43,OH,25769.11,4107.97,7409.59,8608.2,12179.29,0,28678.47,3209.42,0.1245,0
REC01399,MarriedJointly,41,GA,84309.64,0.0,0.0,16849.98,14591.29,0,67459.66,9894.13,0.1174,0
REC01400,Single,59,NY,15343.98,0.0,0.0,2321.74,11191.39,0,13022.24,1330.67,0.0867,0
REC01401,Single,67,NY,38212.94,11882.1,0.0,9323.77,4613.57,1,36471.27,4144.55,0.1085,0
REC01402,Single,37,PA,46000.55,5990.5,0.0,14944.58,10030.53,1,32746.47,3697.58,0.0804,0
REC01403,MarriedJointly,52,GA,228636.28,13031.23,0.0,23556.6,3918.63,0,218110.91,47481.99,0.2077,0
REC01404,MarriedJointly,24,PA,48057.72,0.0,0.0,8223.07,5610.5,0,39834.65,4548.16,0.0946,0
REC01405,MarriedJointly,42,PA,10290.8,0.0,0.0,2000.0,9265.12,1,3990.8,399.08,0.0388,0
REC01406,MarriedSeparately,72,TX,12099.13,0.0,0.0,2407.68,8728.07,0,9691.45,969.14,0.0801,0
REC01407,MarriedSeparately,60,CA,61526.53,1826.84,10230.48,13051.41,9852.3,2,51932.44,6478.14,0.1053,0
REC01408,MarriedJointly,26,TX,97832.95,0.0,0.0,32603.92,831.64,0,65229.03,9403.39,0.0961,0
REC01409,MarriedSeparately,41,IL,80851.12,0.0,0.0,14048.25,7383.05,0,66802.87,9749.63,0.1206,0
REC01410,Single,44,NC,68463.5,0.0,43469.47,90695.76,10195.99,0,96865.04,16363.31,0.239,1
REC01411,Single,53,OH,151722.38,0.0,0.0,47880.36,10993.49,0,103842.02,17964.58,0.1184,0
REC01412,Single,63,OH,38883.57,1496.35,0.0,47063.77,11255.09,2,26086.53,2898.38,0.0745,1
REC01413,Single,30,IL,122507.61,0.0,0.0,30902.44,9005.03,0,91605.17,15206.14,0.1241,0
REC01414,MarriedJointly,24,TX,16226.29,1326.67,7533.48,20787.94,6483.1,2,11989.35,1206.72,0.0744,1
REC01415,HeadOfHousehold,48,GA,29028.74,0.0,0.0,4329.88,10005.88,0,24698.86,2731.86,0.0941,0
REC01416,Single,48,NC,14106.16,0.0,0.0,2000.0,6801.15,1,7806.16,780.62,0.0553,0
REC01417,Single,31,FL,48056.07,0.0,0.0,9653.16,11604.23,3,25502.91,2828.35,0.0589,0
REC01418,MarriedJointly,37,WA,57698.76,0.0,9745.7,9061.04,9709.23,2,49783.42,6005.35,0.1041,0
REC01419,HeadOfHousehold,45,CA,65596.73,0.0,78314.27,8523.56,7753.11,0,135387.44,25535.49,0.3893,0
REC01420,Single,44,GA,62912.91,3346.64,0.0,21517.88,4924.02,2,36141.67,4105.0,0.0652,0
REC01421,MarriedJointly,30,NC,28508.49,1032.44,51229.35,5720.11,12477.9,1,70750.17,10618.04,0.3725,0
REC01422,Single,23,CA,51421.28,0.0,0.0,15783.42,10236.2,0,35637.86,4044.54,0.0787,0
REC01423,Single,27,PA,18070.62,0.0,0.0,2000.0,16411.88,1,11770.62,1180.47,0.0653,0
REC01424,HeadOfHousehold,58,GA,178185.99,478.75,243.94,59127.96,10104.88,3,106880.72,18693.87,0.1049,0
REC01425,HeadOfHousehold,56,NY,46962.24,0.0,0.0,13540.6,10439.67,0,33421.64,3778.6,0.0805,0
REC01426,Single,28,TX,40493.27,0.0,0.0,11848.64,2138.92,2,20044.63,2173.36,0.0537,0
REC01427,HeadOfHousehold,36,NC,213448.8,0.0,0.0,35630.89,9241.94,0,177817.91,35718.8,0.1673,0
REC01428,MarriedJointly,42,OH,22163.52,143.46,10886.61,4337.2,6733.89,0,28856.39,3230.77,0.1458,0
REC01429,MarriedSeparately,59,FL,24331.58,0.0,21783.36,25517.76,11305.73,2,31967.19,3604.06,0.1481,1
REC01430,MarriedJointly,57,CA,24909.98,0.0,28776.48,31523.43,9338.74,1,42239.05,4836.69,0.1942,1
REC01431,MarriedJointly,44,OH,56709.83,0.0,0.0,17280.45,11941.09,0,39429.38,4499.53,0.0793,0
REC01432,MarriedJointly,50,IL,84567.5,0.0,35561.69,6208.4,16530.38,1,109620.79,19351.49,0.2288,0
REC01433,MarriedJointly,34,IL,108200.4,0.0,0.0,34755.99,4806.55,2,64844.41,9318.77,0.0861,0
REC01434,Single,26,FL,468642.85,2336.56,0.0,431830.22,11786.83,1,386679.41,105712.54,0.2256,1
REC01435,Single,68,IL,9901.62,10380.3,3608.67,2256.24,10734.37,0,21634.35,2364.12,0.2388,0
REC01436,Single,60,TX,97439.65,0.0,0.0,10331.06,15917.18,0,87108.59,14216.89,0.1459,0
REC01437,MarriedJointly,60,IL,38341.78,0.0,0.0,11330.93,10821.54,3,14110.85,1461.3,0.0381,0
REC01438,Single,63,TX,37453.97,816.93,0.0,8036.73,10405.64,1,25934.17,2880.1,0.0769,0
REC01439,MarriedJointly,66,IL,36467.7,4845.28,0.0,10763.77,11405.81,2,21949.21,2401.91,0.0659,0
REC01440,HeadOfHousehold,64,GA,28940.12,0.0,0.0,8521.2,11685.06,2,11818.92,1186.27,0.041,0
REC01441,Single,22,PA,230410.98,0.0,0.0,17515.56,13817.48,0,212895.42,45813.03,0.1988,0
REC01442,MarriedJointly,41,FL,117458.21,0.0,0.0,27262.81,4722.49,1,85895.4,13949.99,0.1188,0
REC01443,Single,64,CA,60995.59,0.0,0.0,11890.68,6430.64,0,49104.91,5856.08,0.096,0
REC01444,MarriedSeparately,22,GA,176453.49,0.0,0.0,58906.5,14941.14,0,117546.99,21253.78,0.1204,0
REC01445,Single,56,CA,17853.89,13686.13,0.0,2481.55,165.14,0,29058.47,3255.02,0.1823,0
REC01446,MarriedJointly,61,WA,20649.28,0.0,0.0,2308.59,7661.08,2,9740.69,974.07,0.0472,0
REC01447,MarriedSeparately,66,PA,10484.21,2224.91,0.0,3345.78,8598.24,0,9363.34,936.33,0.0893,0
REC01448,HeadOfHousehold,28,NC,34216.67,6323.98,8658.03,3237.4,7292.35,0,45961.28,5283.35,0.1544,0
REC01449,MarriedJointly,56,NC,68142.67,4724.81,0.0,17441.51,14323.79,0,55425.97,7246.71,0.1063,0
REC01450,MarriedJointly,73,IL,65009.38,0.0,0.0,9101.7,9903.75,0,55907.68,7352.69,0.1131,0
REC01451,MarriedJointly,55,NY,67472.37,0.0,5787.79,14867.79,6450.74,1,54092.37,6953.32,0.1031,0
REC01452,MarriedSeparately,71,OH,19363.68,3154.04,0.0,4547.87,5462.36,2,9369.85,936.99,0.0484,0
REC01453,MarriedJointly,26,PA,113837.1,2718.38,5512.91,19945.49,9127.3,0,102122.9,17552.0,0.1542,0
REC01454,Single,50,GA,72526.12,981.75,0.0,24839.43,12663.82,0,48668.44,5760.06,0.0794,0
REC01455,HeadOfHousehold,71,CA,107628.79,0.0,0.0,9638.15,8553.63,2,89390.64,14718.94,0.1368,0
REC01456,MarriedJointly,69,OH,13171.23,0.0,0.0,2205.12,7462.32,1,6666.11,666.61,0.0506,0
REC01457,MarriedJointly,48,FL,76817.88,3282.69,0.0,13759.51,5218.87,2,57741.06,7756.03,0.101,0
REC01458,Single,28,PA,23150.87,0.0,2572.54,5540.33,9496.16,0,20183.08,2189.97,0.0946,0
REC01459,MarriedJointly,22,PA,43570.75,0.0,7297.47,7501.92,9274.28,2,34766.3,3939.96,0.0904,0
REC01460,Single,30,FL,91811.42,0.0,64467.88,7263.28,5103.13,1,144716.02,27774.34,0.3025,0
REC01461,MarriedJointly,68,OH,64400.38,0.0,4841.01,21524.47,12105.66,1,43416.92,4978.03,0.0773,0
REC01462,Single,22,CA,30295.91,0.0,5552.7,5296.44,14824.17,0,30552.17,3434.26,0.1134,0
REC01463,MarriedJointly,48,WA,60175.38,0.0,0.0,9194.93,8195.99,0,50980.45,6268.7,0.1042,0
REC01464,HeadOfHousehold,38,FL,17584.48,0.0,8561.62,3235.84,9208.55,2,14310.26,1485.23,0.0845,0
REC01465,Single,53,FL,150273.75,20681.51,0.0,17278.28,3580.26,0,153676.98,29924.98,0.1991,0
REC01466,HeadOfHousehold,62,NY,50806.15,0.0,0.0,4067.87,10948.76,0,46738.28,5376.59,0.1058,0
REC01467,Single,51,CA,146508.68,0.0,0.0,13855.85,9856.7,1,128352.83,23847.18,0.1628,0
REC01468,MarriedSeparately,36,WA,39291.94,1731.67,41461.58,3929.05,6695.58,1,74256.14,11389.35,0.2899,0
REC01469,MarriedJointly,63,OH,39384.96,0.0,0.0,4304.86,5026.03,1,30780.1,3461.61,0.0879,0
REC01470,MarriedJointly,49,NC,32488.8,0.0,17675.68,5717.64,15390.28,1,40146.84,4585.62,0.1411,0
REC01471,MarriedJointly,73,IL,120685.0,15551.7,0.0,28622.83,9531.08,1,103313.87,17837.83,0.1478,0
REC01472,MarriedSeparately,24,CA,33943.58,2669.15,0.0,8101.19,4329.31,1,24211.54,2673.38,0.0788,0
REC01473,Single,49,WA,100275.47,0.0,11852.42,5016.71,11422.18,3,94211.18,15779.46,0.1574,0
REC01474,Single,26,IL,44092.2,0.0,0.0,14386.72,8918.63,1,25405.48,2816.66,0.0639,0
REC01475,MarriedJointly,23,GA,12323.08,3279.75,6154.76,3658.16,8235.57,1,13799.43,1423.93,0.1155,0
REC01476,MarriedSeparately,59,GA,37939.53,0.0,0.0,12868.38,11914.23,0,25071.15,2776.54,0.0732,0
REC01477,MarriedJointly,37,WA,23311.76,2854.51,0.0,3683.16,0.0,2,13883.11,1433.97,0.0615,0
REC01478,MarriedJointly,65,NY,61520.28,4090.42,798.17,15345.61,771.84,0,51063.26,6286.92,0.1022,0
REC01479,Single,38,IL,23101.98,299.0,0.0,27906.1,13516.87,1,16781.4,1781.77,0.0771,1
REC01480,MarriedSeparately,33,OH,125590.27,0.0,0.0,37062.93,7484.31,0,88527.34,14529.01,0.1157,0
REC01481,Single,47,WA,55666.81,0.0,0.0,5478.19,6292.91,1,45888.62,5274.63,0.0948,0
REC01482,MarriedJointly,70,OH,51944.09,8493.67,0.0,7677.11,2648.97,0,52760.65,6660.34,0.1282,0
REC01483,Single,28,CA,101185.8,0.0,0.0,19958.95,8775.4,2,72626.85,11030.91,0.109,0
REC01484,Single,45,OH,129459.78,0.0,0.0,29563.37,9269.02,0,99896.41,17030.21,0.1315,0
REC01485,Single,37,TX,58919.12,1955.32,10540.34,12837.88,13763.26,0,58576.9,7939.92,0.1348,0
REC01486,Single,39,PA,32307.02,0.0,0.0,2604.88,9489.78,2,21102.14,2300.26,0.0712,0
REC01487,MarriedJointly,29,TX,14484.35,0.0,0.0,2556.53,6788.77,0,11927.82,1199.34,0.0828,0
REC01488,Single,48,NY,34584.48,1693.85,2946.95,11304.73,9622.71,0,27920.55,3118.47,0.0902,0
REC01489,Single,47,WA,36542.46,0.0,20509.25,11390.67,12437.95,1,41361.04,4731.32,0.1295,0
REC01490,Single,52,NC,65228.12,0.0,0.0,14822.12,11564.88,3,37506.0,4268.72,0.0654,0
REC01491,Single,39,PA,45427.93,0.0,0.0,50833.94,10485.74,0,35356.68,4010.8,0.0883,1
REC01492,Single,23,GA,103812.99,12.65,0.0,8668.65,9098.33,0,95156.99,15987.54,0.154,0
REC01493,Single,62,WA,36666.3,0.0,0.0,4036.15,5674.69,1,28330.15,3167.62,0.0864,0
REC01494,MarriedJointly,44,CA,57203.31,0.0,0.0,7195.71,3868.8,0,50007.6,6054.67,0.1058,0
REC01495,MarriedJointly,69,NY,154382.71,16276.57,8979.84,30329.83,3235.98,0,149309.29,28876.73,0.187,0
REC01496,MarriedJointly,70,WA,78704.86,2784.05,0.0,21203.63,9575.87,2,51685.28,6423.76,0.0816,0
REC01497,MarriedJointly,63,NY,57066.35,0.0,0.0,10740.89,9993.12,0,46325.46,5327.06,0.0933,0
REC01498,Single,43,OH,36991.54,794.09,0.0,3248.53,12377.22,2,25937.1,2880.45,0.0779,0
REC01499,MarriedSeparately,54,OH,36077.15,0.0,0.0,6558.99,10246.93,1,25218.16,2794.18,0.0775,0
REC01500,MarriedJointly,74,CA,30318.38,781.25,0.0,2995.15,12203.49,3,15204.48,1592.54,0.0525,0
REC01501,MarriedJointly,39,OH,38839.56,0.0,13431.07,10694.25,7477.81,3,28676.38,3209.17,0.0826,0
REC01502,Single,36,FL,109593.43,0.0,0.0,10953.89,11083.37,1,94339.54,15807.7,0.1442,0
REC01503,Single,62,IL,50135.74,1088.91,0.0,9764.45,3994.12,1,37160.2,4227.22,0.0843,0
REC01504,Single,24,NC,20336.68,0.0,0.0,5247.35,7759.26,2,6489.33,648.93,0.0319,0
REC01505,Single,69,OH,246356.62,0.0,0.0,29183.26,674.06,0,217173.36,47181.98,0.1915,0
REC01506,MarriedJointly,44,TX,77340.43,0.0,0.0,5631.08,8126.34,0,71709.35,10829.06,0.14,0
REC01507,MarriedJointly,68,OH,19427.51,586.88,0.0,4254.43,12899.15,3,2859.96,286.0,0.0147,0
REC01508,MarriedJointly,23,PA,42046.06,0.0,0.0,2786.01,8280.84,0,39260.05,4479.21,0.1065,0
REC01509,MarriedJointly,63,FL,65428.23,0.0,39450.06,14808.41,10887.3,0,90069.88,14868.37,0.2272,0
REC01510,MarriedSeparately,25,WA,234139.81,0.0,0.0,64634.19,9092.74,2,160905.62,31659.85,0.1352,0
REC01511,MarriedJointly,47,IL,24674.12,0.0,0.0,3671.38,5718.3,1,16702.74,1772.33,0.0718,0
REC01512,HeadOfHousehold,40,NY,130722.57,0.0,0.0,25687.62,7253.41,0,105034.95,18250.89,0.1396,0
REC01513,Single,70,TX,183430.14,0.0,0.0,60280.38,12718.74,0,123149.76,22598.44,0.1232,0
REC01514,Single,31,TX,36209.49,0.0,0.0,6928.06,10866.7,0,29281.43,3281.77,0.0906,0
REC01515,Single,43,FL,47953.6,0.0,0.0,68038.01,5529.62,3,18319.41,1966.33,0.041,1
REC01516,MarriedJointly,74,PA,26132.96,1068.09,0.0,2537.53,2450.11,3,11763.52,1179.62,0.0451,0
REC01517,MarriedSeparately,27,CA,50880.3,1578.51,0.0,13365.25,8827.39,0,39093.56,4459.23,0.0876,0
REC01518,Single,22,CA,58146.91,9620.77,0.0,14291.67,5672.48,2,44876.01,5153.12,0.0886,0
REC01519,HeadOfHousehold,64,FL,101490.45,0.0,0.0,31633.7,7290.26,0,69856.75,10421.48,0.1027,0
REC01520,Single,37,GA,143221.37,3034.95,0.0,11133.02,2182.31,1,130823.3,24440.09,0.1706,0
REC01521,HeadOfHousehold,73,WA,32909.71,0.0,13645.57,4411.94,12163.01,0,42143.34,4825.2,0.1466,0
REC01522,Single,28,CA,12408.54,2986.71,0.0,2000.0,7612.09,1,9095.25,909.53,0.0733,0
REC01523,Single,45,NY,58865.13,0.0,0.0,19421.29,8218.64,0,39443.84,4501.26,0.0765,0
REC01524,MarriedJointly,56,IL,75722.45,0.0,27215.47,93788.18,4668.28,0,89460.04,14734.21,0.1946,1
REC01525,Single,35,NY,73096.38,0.0,0.0,23611.57,6890.46,0,49484.81,5939.66,0.0813,0
REC01526,Single,25,IL,46104.3,0.0,0.0,6377.24,8489.84,0,39727.06,4535.25,0.0984,0
REC01527,Single,62,IL,66158.04,3635.11,0.0,5815.98,5546.97,3,51077.17,6289.98,0.0951,0
REC01528,MarriedSeparately,36,WA,201260.6,1274.84,0.0,27967.41,7136.55,3,161668.03,31842.83,0.1582,0
REC01529,MarriedJointly,65,NC,81258.23,2644.75,3234.82,18620.51,13545.17,2,59917.29,8234.8,0.1013,0
REC01530,Single,69,WA,44413.79,10471.68,0.0,13482.68,999.83,0,41402.79,4736.33,0.1066,0
REC01531,MarriedJointly,44,GA,40128.49,0.0,0.0,6645.97,8738.25,0,33482.52,3785.9,0.0943,0
REC01532,MarriedJointly,40,NY,52266.88,0.0,0.0,16957.6,4858.14,0,35309.28,4005.11,0.0766,0
REC01533,Single,35,NC,221769.09,1165.26,0.0,27337.39,13345.96,0,195596.96,40277.53,0.1816,0
REC01534,Single,48,PA,51707.57,0.0,0.0,13343.77,7277.09,0,38363.8,4371.66,0.0845,0
